,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore
132565,2020,20189,764257,70.0,2,2.875,765600,23.98,23.98,4,5
132570,2020,16997,638853,80.0,2,2.75,640000,22.88,22.88,5,5
132576,2020,9305,510000,61.0,2,2.75,510000,36.87,36.87,5,5
132584,2020,12702,388000,80.0,2,3.0,388000,12.88,12.88,5,5
132588,2020,10200,372000,80.0,2,2.75,372000,20.38,20.38,5,5
132602,2020,18934,394000,79.0,2,3.125,394000,11.66,11.66,5,4
132604,2020,11584,510400,79.0,2,3.125,510400,32.26,32.26,5,5
132609,2020,12725,455744,80.0,2,2.5,455744,19.96,19.96,5,5
132619,2020,16062,720000,73.0,2,2.875,720000,25.12,25.12,4,3
132624,2020,18773,579500,95.0,2,3.375,579500,19.11,19.11,2,3
132628,2020,14368,360000,80.0,2,2.75,360000,13.83,13.83,4,5
132629,2020,16036,432155,76.0,2,2.95,433000,14.62,14.62,5,4
132636,2020,11379,408500,95.0,2,2.625,408500,19.13,19.13,5,4
132641,2020,12500,372000,74.0,2,2.75,372000,18.76,18.76,5,5
132658,2020,10109,432000,67.0,2,2.625,432000,21.34,21.34,5,5
132667,2020,8540,412000,74.0,2,2.625,412000,23.95,23.95,5,5
132701,2020,10398,420000,80.0,2,2.5,420000,17.19,17.19,4,4
132711,2020,13440,352800,80.0,2,2.5,352800,18.76,18.76,4,4
132714,2020,10643,452000,80.0,2,2.75,452000,24.17,24.17,5,5
132717,2020,27123,359200,80.0,2,2.75,359200,8.57,8.57,2,2
132727,2020,12417,415316,80.0,2,3.25,416000,20.03,20.03,4,4
132733,2020,27912,356100,62.0,2,2.625,356100,10.54,10.54,3,5
132736,2020,13967,576650,95.0,2,4.0,576650,26.79,26.79,5,4
132741,2020,16009,567357,74.0,2,4.0,569000,24.6,24.6,4,5
132742,2020,13803,632545,38.0,2,3.75,633500,27.7,27.7,5,5
132743,2020,15308,606874,85.0,2,4.0,607750,26.13,26.13,5,5
132744,2020,11592,592894,95.0,2,4.0,593750,32.26,32.26,4,5
132746,2020,13282,546800,80.0,2,3.875,546800,25.92,25.92,5,5
132748,2020,19620,630000,60.0,2,3.99,630000,23.92,23.92,3,2
132751,2020,27204,724522,75.0,1,4.375,725500,16.23,16.23,4,9
132752,2020,10893,690000,52.0,2,4.0,690000,40.76,40.76,4,2
132753,2020,7587,575000,57.0,2,4.25,575000,40.59,40.59,3,3
132754,2020,15498,638002,80.0,2,4.0,640000,25.78,25.78,5,5
132756,2020,26924,618000,73.0,2,3.875,618000,14.11,14.11,5,5
132757,2020,10778,520000,36.0,2,3.875,520000,31.77,31.77,3,5
132759,2020,22945,585000,60.0,2,3.875,585000,18.8,18.8,2,5
132762,2020,12035,700000,18.0,2,4.25,700000,33.72,33.72,5,5
132763,2020,14114,629151,77.0,2,4.375,630000,25.67,25.67,4,4
132766,2020,11225,720000,62.0,2,3.875,720000,43.26,43.26,5,5
132767,2020,16692,530000,53.0,2,3.875,530000,21.24,21.24,4,4
132768,2020,17348,594000,60.0,2,3.625,594000,21.45,21.45,5,5
132769,2020,22596,729000,60.0,3,3.875,729000,25.23,25.23,4,4
132770,2020,10789,660000,80.0,2,4.25,660000,33.65,33.65,5,5
132772,2020,10186,680000,35.0,2,4.0,680000,42.47,42.47,5,4
132774,2020,18667,687984,77.0,2,3.875,689000,22.83,22.83,5,4
132776,2020,18455,600000,39.0,2,3.99,600000,18.31,18.31,5,5
132777,2020,12041,668000,76.0,2,3.875,668000,35.31,35.31,4,4
132778,2020,25253,668000,60.0,2,3.875,668000,16.87,16.87,4,3
132780,2020,15497,679000,47.0,2,3.875,679000,35.73,35.73,5,4
132781,2020,15714,720000,38.0,2,3.875,720000,33.52,33.52,5,5
132782,2020,20417,735000,75.0,2,3.75,735000,20.74,20.74,5,5
132783,2020,11203,680000,47.0,2,3.875,680000,34.7,34.7,4,4
132786,2020,28000,765600,58.0,1,3.875,765600,17.07,17.07,5,9
132788,2020,13973,760000,44.0,2,3.875,760000,39.05,39.05,2,3
132789,2020,13365,650000,73.0,2,4.25,650000,31.24,31.24,4,4
132790,2020,10400,569250,72.0,2,3.875,569250,34.45,34.45,4,5
132792,2020,15995,765600,59.0,2,3.875,765600,10.14,10.14,4,5
132795,2020,17874,765600,65.0,2,3.875,765600,23.58,23.58,4,5
132796,2020,23396,765600,26.0,2,3.875,765600,31.87,31.87,5,5
132798,2020,12131,580000,70.0,2,3.99,580000,31.13,31.13,5,5
132799,2020,23523,543000,71.0,2,3.625,543000,14.05,14.05,5,5
132801,2020,8471,559145,51.0,2,3.875,560000,33.79,33.79,4,3
132802,2020,22417,625000,48.0,2,3.875,625000,18.9,18.9,5,5
132803,2020,13316,657600,80.0,4,3.875,657600,37.46,37.46,5,5
132807,2020,27851,765500,73.0,1,3.99,765500,16.3,16.3,4,9
132808,2020,14290,592000,78.0,2,3.875,592000,25.18,25.18,5,5
132809,2020,20142,722234,76.0,2,4.0,722234,23.46,23.46,4,5
132812,2020,15328,700000,69.0,4,4.0,700000,29.67,29.67,4,4
132813,2020,11998,725000,58.0,2,3.75,725000,38.49,38.49,5,5
132815,2020,12650,540000,33.0,2,3.875,540000,25.65,25.65,5,4
132819,2020,20713,765500,59.0,2,3.75,765500,21.27,21.27,5,5
132820,2020,15941,572000,53.0,2,3.75,572000,21.17,21.17,5,5
132822,2020,12100,765600,64.0,2,3.75,765600,43.02,43.02,4,5
132824,2020,23594,585000,47.0,2,3.75,585000,15.86,15.86,4,4
132825,2020,12751,765600,79.0,2,3.75,765600,35.45,35.45,4,5
132826,2020,16783,610000,66.0,2,3.875,610000,22.43,22.43,5,5
132827,2020,15231,700000,80.0,2,3.875,700000,26.26,26.26,4,4
132830,2020,10543,765600,64.0,2,4.0,765600,41.44,41.44,5,5
132832,2020,14510,635000,67.0,2,3.875,635000,28.57,28.57,5,5
132833,2020,8360,600000,65.0,2,4.0,600000,41.77,41.77,4,4
132839,2020,7934,513000,54.0,2,3.5,513000,34.17,34.17,2,3
132842,2020,11960,511254,61.0,2,3.75,512227,29.79,29.79,5,4
132848,2020,8361,540000,37.0,2,4.0,540000,37.01,37.01,5,5
132851,2020,22490,549589,41.0,2,3.75,552000,16.64,16.64,5,4
132854,2020,15896,614611,71.0,2,3.99,615500,24.84,24.84,4,5
132855,2020,13111,550000,24.0,2,4.0,550000,25.53,25.53,5,5
132858,2020,13784,536016,64.0,2,3.875,536807,27.48,27.48,5,5
132859,2020,10921,566070,60.0,2,3.875,567500,29.11,29.11,5,4
132861,2020,23914,542234,75.0,2,4.125,543000,14.98,14.98,4,4
132862,2020,13583,630332,80.0,2,4.5,632000,29.29,29.29,3,2
132871,2020,15237,439750,64.0,2,3.75,439750,18.19,18.19,4,5
132876,2020,20108,559193,70.0,2,4.0,560000,17.5,17.5,5,5
132879,2020,18898,597500,57.0,2,3.625,597500,19.6,19.6,5,5
132881,2020,18579,765600,62.0,3,3.625,765600,29.76,29.76,5,5
132883,2020,13575,599200,80.0,2,3.99,599200,27.41,27.41,4,5
132884,2020,12755,510000,67.0,2,3.375,510000,23.73,23.73,4,5
132891,2020,9656,510000,36.0,2,3.25,510000,32.24,32.24,5,5
132894,2020,19000,495000,40.0,2,3.125,495000,17.37,17.37,5,5
132898,2020,19811,523309,48.0,2,3.375,525000,15.64,15.64,5,5
132902,2020,20005,392655,73.0,2,3.25,395000,14.47,14.47,5,4
132903,2020,17107,540000,70.0,2,3.75,540000,19.45,19.45,4,4
132909,2020,8105,600000,80.0,2,3.375,600000,43.95,43.95,5,5
132910,2020,12031,727000,70.0,2,3.375,727000,35.86,35.86,4,4
132912,2020,19293,765000,61.0,2,3.5,765000,22.18,22.18,5,5
132918,2020,11862,540000,80.0,2,3.875,540000,29.61,29.61,4,4
132922,2020,9318,494550,75.0,2,3.875,494550,35.01,35.01,5,5
132924,2020,14408,535965,41.0,2,3.875,538000,23.83,23.83,4,4
132928,2020,9814,490292,82.0,2,4.0,491000,32.09,32.09,5,5
132929,2020,10626,499263,69.0,2,3.875,500000,38.23,38.23,5,5
132930,2020,12772,503173,80.0,2,4.0,504000,26.62,26.62,5,4
132931,2020,13931,397500,75.0,2,4.0,397500,20.21,20.21,3,5
132933,2020,10989,579284,70.0,2,3.875,581000,36.41,36.41,4,4
132935,2020,17500,642680,70.0,2,3.75,643650,27.21,27.21,5,5
132937,2020,24096,564430,74.0,2,3.75,567000,15.25,15.25,5,5
132938,2020,23119,464000,39.0,2,3.375,464000,14.12,14.12,4,5
132939,2020,13749,544620,80.0,2,3.75,548000,24.12,24.12,4,5
132942,2020,15780,366877,70.0,2,3.75,370000,20.11,20.11,5,5
132944,2020,26064,381000,59.0,2,3.375,381000,11.51,11.51,5,5
132951,2020,11166,701967,80.0,2,4.0,704000,42.47,42.47,4,4
132952,2020,17270,654117,69.0,2,4.25,655097,23.77,23.77,5,5
132962,2020,16355,455500,66.0,2,3.75,455500,16.38,16.38,4,4
132965,2020,10097,433525,63.0,2,4.0,434151,28.98,28.98,4,4
132968,2020,11017,391483,48.0,2,2.875,394000,28.35,28.35,4,5
132977,2020,9525,560341,70.0,2,3.875,562000,35.96,35.96,5,5
132978,2020,11753,738909,90.0,2,3.875,740000,39.26,39.26,5,5
132983,2020,12083,380000,51.0,2,3.375,380000,27.08,27.08,4,4
132985,2020,13549,437500,47.0,2,3.5,437500,30.71,30.71,5,5
132987,2020,12066,639357,95.0,2,3.875,641250,33.26,33.26,5,5
132988,2020,18750,495000,75.0,2,3.875,495000,18.38,18.38,4,5
132989,2020,13600,609140,68.0,2,4.125,610000,28.93,28.93,4,5
132994,2020,11674,563831,77.0,2,3.875,565500,30.76,30.76,5,4
132997,2020,13124,718000,46.0,2,3.75,718000,34.42,34.42,4,5
132998,2020,13750,628233,75.0,2,3.875,629160,30.57,30.57,4,4
132999,2020,20509,723857,53.0,2,3.875,726000,28.52,28.52,5,4
133000,2020,12026,593354,69.0,2,3.99,595000,35.7,35.7,4,3
133001,2020,19506,677948,89.0,2,3.75,680000,21.87,21.87,4,4
133002,2020,13588,447487,42.0,2,3.875,448968,24.23,24.23,5,5
133003,2020,11346,622278,65.0,2,3.875,622278,33.64,33.64,4,4
133004,2020,16708,724375,56.0,2,3.875,726520,36.11,36.11,5,5
133006,2020,16700,617950,67.0,2,3.75,617950,24.95,24.95,3,4
133007,2020,24111,694974,68.0,2,3.875,696000,17.95,17.95,5,5
133008,2020,14881,593267,95.0,2,4.0,595000,24.84,24.84,5,5
133009,2020,15148,550000,60.0,2,3.875,550000,24.7,24.7,4,4
133010,2020,17088,614093,73.0,2,3.875,615000,22.32,22.32,5,5
133011,2020,21940,718463,75.0,2,4.0,719500,21.68,21.68,4,5
133015,2020,16171,650000,52.0,2,4.125,650000,22.76,22.76,5,5
133017,2020,15820,652050,34.0,2,4.0,652050,27.02,27.02,5,4
133018,2020,12924,549413,70.0,2,4.125,549413,23.52,23.52,3,4
133019,2020,14907,575541,70.0,2,4.0,576500,26.62,26.62,4,4
133020,2020,20143,616000,26.0,2,3.75,616000,19.72,19.72,5,5
133021,2020,13478,548208,70.0,2,4.0,549000,24.27,24.27,4,5
133022,2020,9500,568000,41.0,2,3.865,568000,40.94,40.94,5,5
133025,2020,11770,579551,43.0,2,3.875,590000,38.65,38.65,5,5
133031,2020,21598,661154,73.0,2,4.0,661154,28.35,28.35,5,5
133033,2020,22965,630500,57.0,2,3.875,630500,17.93,17.93,4,5
133034,2020,20644,587750,58.0,2,4.0,587750,20.25,20.25,4,4
133036,2020,10868,550000,59.0,2,4.0,550000,29.57,29.57,5,5
133037,2020,11125,669500,45.0,2,4.125,669500,40.91,40.91,5,5
133039,2020,24609,699500,64.0,2,4.125,703000,18.14,18.14,4,3
133040,2020,24890,725478,71.0,1,4.0,726525,18.9,18.9,5,9
133041,2020,9188,520300,45.0,2,3.99,520300,35.99,35.99,5,5
133042,2020,10623,720000,44.0,2,4.375,720000,40.89,40.89,4,4
133045,2020,10678,684700,66.0,2,3.875,684700,41.74,41.74,5,5
133046,2020,11983,726500,43.0,2,4.125,726500,43.53,43.53,5,5
133047,2020,7792,566000,42.0,2,4.0,566000,41.62,41.62,4,4
133048,2020,20861,546000,46.0,2,4.125,546000,16.23,16.23,3,3
133050,2020,24020,660000,50.0,2,4.0,660000,16.95,16.95,5,5
133051,2020,25945,679084,62.0,2,4.375,680000,15.64,15.64,3,4
133052,2020,11237,690000,46.0,2,4.0,690000,35.62,35.62,5,5
133055,2020,8493,619000,70.0,2,4.125,619000,44.81,44.81,5,5
133060,2020,14383,536000,77.0,2,4.125,536000,23.08,23.08,4,4
133062,2020,16876,543500,39.0,2,4.125,543500,19.74,19.74,5,5
133064,2020,17368,550000,68.0,2,4.25,550000,20.95,20.95,5,5
133065,2020,8096,575500,70.0,2,4.125,575500,37.32,37.32,4,5
133066,2020,17759,543949,92.0,2,4.25,544700,21.03,21.03,5,4
133070,2020,18135,537000,66.0,2,4.125,537000,17.59,17.59,5,5
133072,2020,25933,608122,60.0,1,4.0,609000,15.02,15.02,5,9
133074,2020,17295,562500,73.0,2,4.125,562500,21.05,21.05,5,5
133075,2020,19178,536000,67.0,2,4.125,536000,20.74,20.74,5,4
133077,2020,11221,765000,54.0,2,4.125,765000,40.06,40.06,4,4
133078,2020,20417,765000,56.0,2,3.875,765000,21.69,21.69,5,5
133079,2020,23213,760000,74.0,2,4.125,760000,20.32,20.32,5,5
133080,2020,15836,699000,45.0,2,4.0,699000,27.32,27.32,5,5
133081,2020,13859,551000,34.0,2,4.0,551000,24.82,24.82,4,4
133082,2020,14609,724650,70.0,2,4.125,724650,31.62,31.62,4,4
133083,2020,20833,634064,67.0,2,3.875,635000,19.51,19.51,4,5
133087,2020,20166,638300,57.0,2,3.875,638300,20.14,20.14,5,4
133088,2020,8997,535000,45.0,2,4.125,535000,35.54,35.54,5,5
133089,2020,17906,650000,47.0,2,4.0,650000,21.49,21.49,5,5
133090,2020,19030,764000,80.0,2,4.0,764000,24.7,24.7,5,5
133091,2020,23301,764471,63.0,2,3.875,765600,20.6,20.6,5,5
133092,2020,22543,680000,37.0,2,4.125,680000,22.16,22.16,4,4
133093,2020,12579,561757,75.0,2,3.875,561757,29.86,29.86,5,5
133095,2020,14335,525000,78.0,2,3.75,525000,22.91,22.91,4,4
133096,2020,12395,542000,73.0,2,3.875,542000,27.16,27.16,4,5
133097,2020,17158,602980,52.0,2,3.875,602980,23.07,23.07,3,4
133099,2020,17852,765000,51.0,2,3.75,765000,27.75,27.75,5,5
133100,2020,20169,722292,59.0,2,3.75,722292,23.09,23.09,5,5
133103,2020,14542,550000,22.0,2,3.75,550000,24.58,24.58,5,4
133105,2020,21846,721250,65.0,2,3.875,721250,19.42,19.42,4,4
133106,2020,23581,619725,74.0,2,3.875,619725,16.64,16.64,3,3
133107,2020,22565,743200,80.0,2,4.0,743200,23.46,23.46,4,4
133111,2020,11463,568000,80.0,2,3.625,568000,32.34,32.34,5,5
133118,2020,13084,482921,54.0,2,3.625,482921,19.74,19.74,4,3
133120,2020,11056,410000,52.0,2,3.625,410000,18.48,18.48,4,4
133121,2020,8927,545000,73.0,2,3.625,545000,36.7,36.7,5,4
133122,2020,13647,360000,60.0,2,3.625,360000,17.41,17.41,5,5
133123,2020,14770,564000,66.0,2,3.0,564000,30.29,30.29,4,4
133126,2020,12634,484000,70.0,2,3.75,484000,24.2,24.2,5,5
133131,2020,14413,440000,51.0,2,3.625,440000,24.94,24.94,4,4
133132,2020,19346,695000,73.0,2,3.625,695000,24.88,24.88,5,5
133133,2020,14675,388500,70.0,2,3.5,388500,23.65,23.65,4,5
133135,2020,17350,464299,16.0,2,3.75,465000,37.92,37.92,5,5
133136,2020,12167,575000,66.0,2,4.375,575000,28.2,28.2,4,4
133140,2020,22697,630000,68.0,2,3.75,630000,18.64,18.64,5,5
133146,2020,16871,482642,65.0,2,3.75,484000,21.24,21.24,4,4
133150,2020,14614,568689,50.0,2,4.0,569510,23.86,23.86,5,5
133152,2020,14489,349628,71.0,2,3.375,349628,19.87,19.87,5,5
133153,2020,14052,484000,77.0,2,3.625,484000,30.7,30.7,5,4
133159,2020,10249,614847,72.0,2,4.0,615735,35.08,35.08,5,5
133162,2020,14413,456604,24.0,2,3.0,458000,31.78,31.78,5,4
133167,2020,26246,568180,80.0,1,4.0,569000,13.63,13.63,5,9
133169,2020,10891,537567,94.0,2,4.0,538343,31.72,31.72,5,5
133171,2020,18728,565569,79.0,2,4.25,566350,20.85,20.85,3,4
133174,2020,17665,480000,45.0,2,3.625,480000,21.87,21.87,5,5
133180,2020,14618,460000,67.0,2,3.875,460000,20.47,20.47,4,4
133184,2020,14616,484350,43.0,2,3.5,484350,21.17,21.17,5,5
133187,2020,15241,447200,60.0,2,3.0,447200,24.76,24.76,5,5
133188,2020,15668,596000,74.0,2,3.875,596000,24.77,24.77,5,5
133190,2020,14917,683990,60.0,2,3.875,685000,26.32,26.32,4,5
133192,2020,16326,463000,80.0,2,3.625,463000,17.34,17.34,5,5
133198,2020,20363,734317,80.0,2,3.625,735450,18.91,18.91,5,5
133200,2020,17251,390780,48.0,2,3.5,392750,20.01,20.01,3,4
133204,2020,14743,698613,71.0,2,3.625,700000,25.51,25.51,5,5
133205,2020,11445,475171,80.0,2,3.5,480000,24.48,24.48,5,5
133208,2020,17496,451601,77.0,2,3.375,453000,19.27,19.27,5,5
133215,2020,11083,441000,47.0,2,3.25,441000,23.47,23.47,5,5
133217,2020,17844,488000,61.0,2,3.625,488000,15.43,15.43,5,5
133219,2020,12209,351500,46.0,2,3.125,351500,21.31,21.31,5,5
133221,2020,19219,442000,76.0,2,3.375,442000,13.39,13.39,5,5
133231,2020,12310,509200,48.0,2,3.625,509200,25.68,25.68,5,5
133241,2020,9225,380000,80.0,2,3.25,380000,23.54,23.54,4,2
133245,2020,8556,420000,80.0,2,3.5,420000,25.95,25.95,5,5
133246,2020,21115,485000,35.0,2,3.375,485000,13.23,13.23,5,5
133251,2020,9001,470000,47.0,2,3.25,470000,29.73,29.73,5,5
133252,2020,23727,510400,32.0,2,3.0,510400,15.41,15.41,4,4
133256,2020,12107,385000,76.0,2,3.25,385000,18.67,18.67,5,3
133258,2020,21774,700000,71.0,2,3.0,700000,21.93,21.93,5,5
133259,2020,10048,465000,67.0,2,3.25,465000,25.3,25.3,5,5
133265,2020,11741,436000,67.0,2,3.0,436000,22.03,22.03,2,3
133268,2020,10429,606050,47.0,2,3.75,606050,39.18,39.18,5,5
133270,2020,16823,504000,80.0,2,3.75,504000,18.31,18.31,5,4
133271,2020,10746,755000,76.0,2,3.75,755000,41.61,41.61,5,5
133279,2020,11970,570000,60.0,2,3.0,570000,28.74,28.74,4,5
133280,2020,12725,567000,88.0,2,3.75,567000,27.63,27.63,5,5
133285,2020,12917,549171,72.0,2,3.75,550000,28.27,28.27,4,5
133286,2020,10884,565000,58.0,3,3.75,565000,27.54,27.54,4,4
133289,2020,19268,650000,50.0,2,4.0,650000,21.97,21.97,5,4
133291,2020,12163,641000,74.0,2,3.875,641000,31.43,31.43,5,4
133295,2020,7774,615678,64.0,2,2.875,617000,45.08,45.08,5,5
133297,2020,12206,763873,47.0,2,3.875,765000,37.59,37.59,5,5
133299,2020,12954,580000,64.0,2,3.875,580000,27.46,27.46,4,4
133301,2020,23379,539523,58.0,2,3.75,539523,15.2,15.2,5,5
133302,2020,12996,491000,32.0,2,2.75,491000,24.09,24.09,5,5
133303,2020,10232,556165,64.0,2,3.875,556165,33.49,33.49,3,3
133304,2020,12011,725000,61.0,2,3.75,725000,32.47,32.47,5,5
133305,2020,11823,582800,50.0,2,3.625,582800,31.72,31.72,4,5
133308,2020,21708,510000,17.0,2,2.75,510000,18.13,18.13,5,5
133309,2020,16480,760000,34.0,2,3.625,760000,28.8,28.8,5,5
133310,2020,20329,765600,36.0,2,3.875,765600,25.59,25.59,3,2
133313,2020,20292,765600,60.0,2,3.625,765600,25.96,25.96,5,4
133315,2020,28642,698760,53.0,2,3.875,700000,16.2,16.2,5,5
133316,2020,17590,520490,60.0,2,3.99,522000,21.01,21.01,5,5
133317,2020,16099,472000,80.0,2,2.75,472000,15.44,15.44,4,3
133319,2020,15409,503000,71.0,2,2.875,503000,18.57,18.57,5,5
133321,2020,14583,554200,76.0,2,3.75,554200,22.52,22.52,5,5
133322,2020,16964,653091,60.0,2,3.875,656000,21.18,21.18,4,5
133323,2020,16576,644000,77.0,2,3.0,644000,19.69,19.69,4,4
133328,2020,12139,550000,76.0,2,2.75,550000,22.64,22.64,4,4
133330,2020,18103,576000,59.0,2,3.125,576000,21.54,21.54,5,5
133335,2020,13437,490000,23.0,2,3.125,490000,20.05,20.05,5,5
133337,2020,8246,510400,69.0,2,2.875,510400,36.27,36.27,5,5
133342,2020,17417,510400,70.0,2,3.0,510400,16.45,16.45,4,5
133345,2020,20372,460000,62.0,2,2.875,460000,14.34,14.34,5,5
133347,2020,11777,460000,62.0,2,2.5,460000,25.87,25.87,5,5
133348,2020,10896,423000,44.0,2,2.625,423000,28.71,28.71,5,5
133350,2020,8409,600000,69.0,2,3.0,600000,35.15,35.15,4,4
133352,2020,10297,486000,68.0,2,2.875,486000,26.08,26.08,4,4
133368,2020,9382,365000,43.0,2,2.875,365000,18.76,18.76,4,5
133370,2020,16299,704950,43.0,2,3.125,704950,22.65,22.65,4,5
133375,2020,13066,616000,68.0,2,3.875,616000,30.73,30.73,4,4
133380,2020,18273,510000,59.0,2,2.5,510000,24.66,24.66,4,4
133381,2020,15833,481000,61.0,2,2.875,481000,17.86,17.86,5,5
133382,2020,22436,560000,68.0,2,2.875,560000,13.44,13.44,4,5
133383,2020,11023,480000,80.0,2,2.875,480000,21.34,21.34,4,5
133386,2020,21786,485000,71.0,2,2.875,485000,16.28,16.28,4,5
133391,2020,20846,700000,69.0,2,3.0,700000,18.28,18.28,5,5
133394,2020,20010,453000,63.0,2,2.875,453000,12.79,12.79,4,4
133395,2020,10474,600000,61.0,2,3.25,600000,27.46,27.46,5,5
133396,2020,13316,389000,63.0,2,2.875,389000,17.91,17.91,2,4
133400,2020,15038,708000,40.0,2,3.25,708000,28.9,28.9,4,4
133402,2020,18500,488700,23.0,2,3.125,488700,28.83,28.83,5,5
133411,2020,9326,560000,79.0,2,3.875,560000,35.85,35.85,4,4
133412,2020,24793,628321,54.0,2,3.875,630000,17.35,17.35,5,5
133421,2020,28556,560700,66.0,2,3.75,560700,13.0,13.0,5,5
133423,2020,10720,594400,73.0,2,3.75,594400,36.32,36.32,5,5
133424,2020,13116,608000,80.0,2,3.875,608000,28.52,28.52,4,4
133427,2020,16034,695900,70.0,2,3.875,695900,26.67,26.67,5,5
133428,2020,10784,574000,44.0,2,3.625,574000,36.86,36.86,5,4
133429,2020,25469,633000,45.0,2,2.75,633000,23.14,23.14,5,5
133432,2020,29254,540000,71.0,2,3.5,540000,11.89,11.89,5,5
133433,2020,16250,685000,39.0,2,3.5,685000,24.96,24.96,5,4
133436,2020,19276,700000,64.0,2,4.125,700000,23.62,23.62,5,5
133439,2020,26178,765600,70.0,1,3.75,765600,18.81,18.81,5,9
133441,2020,13560,409500,76.0,2,2.5,409500,25.07,25.07,5,5
133442,2020,9158,400000,71.0,2,2.875,400000,25.2,25.2,5,5
133452,2020,14272,680000,60.0,2,2.875,680000,30.34,30.34,5,5
133453,2020,11042,662000,72.0,2,3.75,662000,32.75,32.75,5,5
133454,2020,15048,612500,70.0,2,3.25,612500,25.51,25.51,4,4
133456,2020,19425,613185,59.0,2,3.875,615000,19.29,19.29,5,5
133459,2020,16256,575250,65.0,2,2.875,575250,19.51,19.51,5,5
133464,2020,10581,560000,53.0,2,3.75,560000,33.59,33.59,5,5
133466,2020,18750,704000,80.0,3,2.875,704000,33.89,33.89,4,5
133470,2020,11683,572000,80.0,2,3.375,572000,29.36,29.36,5,5
133473,2020,15583,705000,74.0,2,3.625,705000,26.74,26.74,5,5
133474,2020,13250,665000,76.0,2,2.875,665000,31.51,31.51,5,5
133479,2020,24253,485200,22.0,2,3.0,485200,12.69,12.69,5,5
133480,2020,14613,737412,30.0,2,3.875,738500,32.57,32.57,4,3
133481,2020,13193,609121,59.0,2,4.0,610000,31.44,31.44,5,5
133492,2020,15669,412000,80.0,2,3.125,412000,14.67,14.67,3,3
133498,2020,22452,750000,71.0,2,3.875,750000,20.53,20.53,5,4
133499,2020,13078,560000,29.0,2,2.75,560000,30.99,30.99,5,5
133500,2020,16951,547000,63.0,2,3.625,547000,21.22,21.22,5,5
133501,2020,14257,560000,63.0,2,3.0,560000,22.81,22.81,5,5
133505,2020,15015,600000,78.0,2,3.75,600000,23.02,23.02,5,5
133507,2020,18289,704000,80.0,2,3.875,704000,23.69,23.69,4,4
133509,2020,18056,510000,45.0,2,2.875,510000,21.58,21.58,5,5
133510,2020,10708,627000,32.0,2,3.75,627000,34.04,34.04,5,5
133511,2020,14809,688000,23.0,2,2.875,688000,46.99,46.99,5,5
133513,2020,15127,680000,33.0,2,3.0,680000,31.1,31.1,5,5
133518,2020,19101,559000,74.0,2,3.25,559000,18.15,18.15,5,5
133520,2020,16625,750000,79.0,2,3.875,750000,25.69,25.69,5,5
133521,2020,11663,620250,75.0,2,3.875,620250,30.82,30.82,5,5
133527,2020,19836,458897,58.0,2,3.125,458897,13.81,13.81,5,5
133531,2020,20794,460000,25.0,2,2.75,460000,16.39,16.39,5,5
133533,2020,22251,521850,70.0,2,3.99,521850,15.1,15.1,3,4
133542,2020,11923,496000,64.0,2,3.0,496000,24.11,24.11,5,5
133543,2020,16025,732000,42.0,2,3.125,732000,29.88,29.88,4,4
133544,2020,18060,375000,47.0,2,2.5,375000,19.75,19.75,5,5
133545,2020,13721,411000,59.0,2,2.5,411000,24.79,24.79,5,5
133546,2020,10813,498500,61.0,2,2.875,498500,38.28,38.28,5,5
133550,2020,10160,406500,73.0,2,2.875,406500,22.77,22.77,5,5
133552,2020,12746,360000,62.0,2,2.875,360000,15.48,15.48,4,5
133562,2020,24246,603989,50.0,2,2.625,609900,17.22,17.22,5,4
133567,2020,9084,600000,74.0,2,3.125,600000,37.34,37.34,5,5
133568,2020,14859,616000,80.0,2,3.0,616000,26.12,26.12,3,5
133570,2020,15123,430000,59.0,2,2.5,430000,24.76,24.76,5,4
133576,2020,22280,583920,80.0,4,2.75,583920,14.51,14.51,4,5
133583,2020,12812,490000,75.0,2,2.875,490000,18.72,18.72,5,5
133585,2020,9000,428000,80.0,2,2.75,428000,26.2,26.2,5,5
133586,2020,12505,440000,80.0,2,2.75,440000,17.82,17.82,3,4
133588,2020,10167,361000,61.0,2,2.875,361000,19.77,19.77,5,5
133589,2020,13195,392000,70.0,2,2.875,392000,16.19,16.19,5,5
133594,2020,10028,361000,73.0,2,2.75,361000,20.48,20.48,4,5
